+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                       ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; test_A1|mm_interconnect_0|router_002                                                                                                                                        ; 116   ; 0              ; 2            ; 0              ; 129    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|router_001|the_default_decode                                                                                                                     ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|router_001                                                                                                                                        ; 116   ; 0              ; 6            ; 0              ; 129    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|router|the_default_decode                                                                                                                         ; 0     ; 19             ; 0            ; 19             ; 19     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|router                                                                                                                                            ; 116   ; 0              ; 6            ; 0              ; 129    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|testpad_1_s1_agent_rsp_fifo                                                                                                                       ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|testpad_1_s1_agent|uncompressor                                                                                                                   ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|testpad_1_s1_agent                                                                                                                                ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_2_s1_agent_rsp_fifo                                                                                                                            ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_2_s1_agent|uncompressor                                                                                                                        ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_2_s1_agent                                                                                                                                     ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_1_s1_agent_rsp_fifo                                                                                                                            ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_1_s1_agent|uncompressor                                                                                                                        ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_1_s1_agent                                                                                                                                     ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|ext_rst_s1_agent_rsp_fifo                                                                                                                         ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|ext_rst_s1_agent|uncompressor                                                                                                                     ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|ext_rst_s1_agent                                                                                                                                  ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|version_info_s1_agent_rsp_fifo                                                                                                                    ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|version_info_s1_agent|uncompressor                                                                                                                ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|version_info_s1_agent                                                                                                                             ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|dacctrl_s1_agent_rsp_fifo                                                                                                                         ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|dacctrl_s1_agent|uncompressor                                                                                                                     ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|dacctrl_s1_agent                                                                                                                                  ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|exttrg_0_s1_agent_rsp_fifo                                                                                                                        ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|exttrg_0_s1_agent|uncompressor                                                                                                                    ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|exttrg_0_s1_agent                                                                                                                                 ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|write_en_pio_s1_agent_rsp_fifo                                                                                                                    ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|write_en_pio_s1_agent|uncompressor                                                                                                                ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|write_en_pio_s1_agent                                                                                                                             ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|onchip_memory2_0_s1_agent_rsp_fifo                                                                                                                ; 264   ; 39             ; 0            ; 39             ; 223    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|onchip_memory2_0_s1_agent|uncompressor                                                                                                            ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|onchip_memory2_0_s1_agent                                                                                                                         ; 728   ; 137            ; 148          ; 137            ; 760    ; 137             ; 137           ; 137             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_csr_agent_rsp_fifo                                                                                                                     ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_csr_agent|uncompressor                                                                                                                 ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_csr_agent                                                                                                                              ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_csr_agent_rsp_fifo                                                                                                                     ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_csr_agent|uncompressor                                                                                                                 ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_csr_agent                                                                                                                              ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_agent_rsp_fifo                                                                                                                         ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_agent|uncompressor                                                                                                                     ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_agent                                                                                                                                  ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_agent_rsp_fifo                                                                                                                         ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_agent|uncompressor                                                                                                                     ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_agent                                                                                                                                  ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent_rsp_fifo                                                                                                       ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent|uncompressor                                                                                                   ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent                                                                                                                ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent_rsp_fifo                                                                                                      ; 156   ; 39             ; 0            ; 39             ; 115    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent|uncompressor                                                                                                  ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent                                                                                                               ; 320   ; 39             ; 52           ; 39             ; 338    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_instruction_master_agent                                                                                                             ; 204   ; 41             ; 93           ; 41             ; 148    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_data_master_agent                                                                                                                    ; 204   ; 41             ; 93           ; 41             ; 148    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|testpad_1_s1_translator                                                                                                                           ; 113   ; 6              ; 31           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_2_s1_translator                                                                                                                                ; 113   ; 6              ; 31           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|bs_1_s1_translator                                                                                                                                ; 113   ; 6              ; 31           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|ext_rst_s1_translator                                                                                                                             ; 113   ; 6              ; 31           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|version_info_s1_translator                                                                                                                        ; 113   ; 6              ; 31           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|dacctrl_s1_translator                                                                                                                             ; 113   ; 6              ; 31           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|exttrg_0_s1_translator                                                                                                                            ; 113   ; 6              ; 31           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|write_en_pio_s1_translator                                                                                                                        ; 113   ; 6              ; 31           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                                    ; 319   ; 7              ; 15           ; 7              ; 292    ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_csr_translator                                                                                                                         ; 113   ; 6              ; 27           ; 6              ; 71     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_csr_translator                                                                                                                         ; 113   ; 6              ; 27           ; 6              ; 71     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_1_out_translator                                                                                                                             ; 113   ; 5              ; 29           ; 5              ; 35     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|fifo_0_out_translator                                                                                                                             ; 113   ; 5              ; 29           ; 5              ; 35     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_translator                                                                                                           ; 113   ; 5              ; 21           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                                                                                          ; 113   ; 5              ; 32           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_instruction_master_translator                                                                                                        ; 113   ; 52             ; 0            ; 52             ; 106    ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0|nios2_gen2_0_data_master_translator                                                                                                               ; 114   ; 12             ; 0            ; 12             ; 106    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|mm_interconnect_0                                                                                                                                                   ; 682   ; 0              ; 0            ; 0              ; 540    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|write_en_pio                                                                                                                                                        ; 38    ; 31             ; 31           ; 31             ; 33     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|version_info                                                                                                                                                        ; 36    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|testpad_1                                                                                                                                                           ; 18    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|onchip_memory2_0|the_altsyncram|auto_generated|mux2                                                                                                                 ; 386   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|onchip_memory2_0|the_altsyncram|auto_generated|decode3                                                                                                              ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|onchip_memory2_0|the_altsyncram|auto_generated                                                                                                                      ; 162   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|onchip_memory2_0                                                                                                                                                    ; 166   ; 1              ; 1            ; 1              ; 128    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_debug_slave_wrapper|the_TestRO_nios2_gen2_0_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_debug_slave_wrapper|the_TestRO_nios2_gen2_0_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_debug_slave_wrapper                                                              ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_ocimem|TestRO_nios2_gen2_0_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_ocimem|TestRO_nios2_gen2_0_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_ocimem                                                                     ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_avalon_reg                                                                 ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_im                                                                     ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_pib                                                                    ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_fifo|the_TestRO_nios2_gen2_0_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_fifo|the_TestRO_nios2_gen2_0_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_fifo|the_TestRO_nios2_gen2_0_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_fifo                                                                   ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_dtrace|TestRO_nios2_gen2_0_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_dtrace                                                                 ; 115   ; 0              ; 104          ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_itrace                                                                 ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_dbrk                                                                   ; 100   ; 0              ; 0            ; 0              ; 104    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_xbrk                                                                   ; 65    ; 5              ; 62           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_break                                                                  ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci|the_TestRO_nios2_gen2_0_cpu_nios2_oci_debug                                                                  ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_nios2_oci                                                                                                              ; 179   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|TestRO_nios2_gen2_0_cpu_register_bank_b|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|TestRO_nios2_gen2_0_cpu_register_bank_b                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|TestRO_nios2_gen2_0_cpu_register_bank_a|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|TestRO_nios2_gen2_0_cpu_register_bank_a                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu|the_TestRO_nios2_gen2_0_cpu_test_bench                                                                                                             ; 322   ; 3              ; 288          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0|cpu                                                                                                                                                    ; 149   ; 1              ; 31           ; 1              ; 134    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|nios2_gen2_0                                                                                                                                                        ; 149   ; 0              ; 0            ; 0              ; 133    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                     ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                      ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                  ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo                                                                                             ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r|rfifo|auto_generated                                                                                                    ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_r                                                                                                                         ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_A1|jtag_uart_0|the_TestRO_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
